unnamed:_0,area,item,year,hg_ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp,cluster
12733,India,Soybeans,2002,7624,1083.0,42482.56,26.15,0
12734,India,Soybeans,2002,7624,1083.0,42482.56,27.03,0
12735,India,Soybeans,2002,7624,1083.0,42482.56,26.12,0
12736,India,Soybeans,2002,7624,1083.0,42482.56,24.91,0
12737,India,Soybeans,2002,7624,1083.0,42482.56,26.75,0
12738,India,Soybeans,2002,7624,1083.0,42482.56,26.63,0
12739,India,Soybeans,2002,7624,1083.0,42482.56,26.06,0
12740,India,Soybeans,2002,7624,1083.0,42482.56,25.58,0
12741,India,Soybeans,2002,7624,1083.0,42482.56,27.15,0
12742,India,Soybeans,2002,7624,1083.0,42482.56,25.07,0
12743,India,Soybeans,2002,7624,1083.0,42482.56,27.35,0
12744,India,Soybeans,2002,7624,1083.0,42482.56,27.35,0
12745,India,Soybeans,2002,7624,1083.0,42482.56,26.49,0
12746,India,Sweet potatoes,2002,85694,1083.0,42482.56,26.66,0
12747,India,Sweet potatoes,2002,85694,1083.0,42482.56,27.72,0
12748,India,Sweet potatoes,2002,85694,1083.0,42482.56,26.79,0
12749,India,Sweet potatoes,2002,85694,1083.0,42482.56,24.91,0
12750,India,Sweet potatoes,2002,85694,1083.0,42482.56,25.76,0
12751,India,Sweet potatoes,2002,85694,1083.0,42482.56,26.55,0
12752,India,Sweet potatoes,2002,85694,1083.0,42482.56,26.63,0
12753,India,Sweet potatoes,2002,85694,1083.0,42482.56,26.7,0
12754,India,Sweet potatoes,2002,85694,1083.0,42482.56,27.67,0
12755,India,Sweet potatoes,2002,85694,1083.0,42482.56,26.15,0
12756,India,Sweet potatoes,2002,85694,1083.0,42482.56,27.03,0
12757,India,Sweet potatoes,2002,85694,1083.0,42482.56,26.12,0
12758,India,Sweet potatoes,2002,85694,1083.0,42482.56,24.91,0
12759,India,Sweet potatoes,2002,85694,1083.0,42482.56,26.75,0
12760,India,Sweet potatoes,2002,85694,1083.0,42482.56,26.63,0
12761,India,Sweet potatoes,2002,85694,1083.0,42482.56,26.06,0
12762,India,Sweet potatoes,2002,85694,1083.0,42482.56,25.58,0
12763,India,Sweet potatoes,2002,85694,1083.0,42482.56,27.15,0
12764,India,Sweet potatoes,2002,85694,1083.0,42482.56,25.07,0
12765,India,Sweet potatoes,2002,85694,1083.0,42482.56,27.35,0
12766,India,Sweet potatoes,2002,85694,1083.0,42482.56,27.35,0
12767,India,Sweet potatoes,2002,85694,1083.0,42482.56,26.49,0
12768,India,Wheat,2002,27621,1083.0,42482.56,26.66,0
12769,India,Wheat,2002,27621,1083.0,42482.56,27.72,0
12770,India,Wheat,2002,27621,1083.0,42482.56,26.79,0
12771,India,Wheat,2002,27621,1083.0,42482.56,24.91,0
12772,India,Wheat,2002,27621,1083.0,42482.56,25.76,0
12773,India,Wheat,2002,27621,1083.0,42482.56,26.55,0
12774,India,Wheat,2002,27621,1083.0,42482.56,26.63,0
12775,India,Wheat,2002,27621,1083.0,42482.56,26.7,0
12776,India,Wheat,2002,27621,1083.0,42482.56,27.67,0
12777,India,Wheat,2002,27621,1083.0,42482.56,26.15,0
12778,India,Wheat,2002,27621,1083.0,42482.56,27.03,0
12779,India,Wheat,2002,27621,1083.0,42482.56,26.12,0
12780,India,Wheat,2002,27621,1083.0,42482.56,24.91,0
12781,India,Wheat,2002,27621,1083.0,42482.56,26.75,0
12782,India,Wheat,2002,27621,1083.0,42482.56,26.63,0
12783,India,Wheat,2002,27621,1083.0,42482.56,26.06,0
12784,India,Wheat,2002,27621,1083.0,42482.56,25.58,0
12785,India,Wheat,2002,27621,1083.0,42482.56,27.15,0
12786,India,Wheat,2002,27621,1083.0,42482.56,25.07,0
12787,India,Wheat,2002,27621,1083.0,42482.56,27.35,0
12788,India,Wheat,2002,27621,1083.0,42482.56,27.35,0
12789,India,Wheat,2002,27621,1083.0,42482.56,26.49,0
12790,India,Cassava,2004,270436,1083.0,35113.0,26.11,0
12791,India,Cassava,2004,270436,1083.0,35113.0,27.63,0
12792,India,Cassava,2004,270436,1083.0,35113.0,26.25,0
12793,India,Cassava,2004,270436,1083.0,35113.0,24.85,0
12794,India,Cassava,2004,270436,1083.0,35113.0,25.25,0
12795,India,Cassava,2004,270436,1083.0,35113.0,26.22,0
12796,India,Cassava,2004,270436,1083.0,35113.0,26.24,0
12797,India,Cassava,2004,270436,1083.0,35113.0,26.63,0
12798,India,Cassava,2004,270436,1083.0,35113.0,27.23,0
12799,India,Cassava,2004,270436,1083.0,35113.0,25.98,0
12800,India,Cassava,2004,270436,1083.0,35113.0,26.64,0
12801,India,Cassava,2004,270436,1083.0,35113.0,25.59,0
12802,India,Cassava,2004,270436,1083.0,35113.0,24.85,0
12803,India,Cassava,2004,270436,1083.0,35113.0,26.41,0
12804,India,Cassava,2004,270436,1083.0,35113.0,26.24,0
12805,India,Cassava,2004,270436,1083.0,35113.0,25.69,0
12806,India,Cassava,2004,270436,1083.0,35113.0,25.32,0
12807,India,Cassava,2004,270436,1083.0,35113.0,27.16,0
12808,India,Cassava,2004,270436,1083.0,35113.0,24.69,0
12809,India,Cassava,2004,270436,1083.0,35113.0,27.29,0
12810,India,Cassava,2004,270436,1083.0,35113.0,27.29,0
12811,India,Cassava,2004,270436,1083.0,35113.0,25.95,0
12812,India,Maize,2004,19073,1083.0,35113.0,26.11,0
12813,India,Maize,2004,19073,1083.0,35113.0,27.63,0
12814,India,Maize,2004,19073,1083.0,35113.0,26.25,0
12815,India,Maize,2004,19073,1083.0,35113.0,24.85,0
12816,India,Maize,2004,19073,1083.0,35113.0,25.25,0
12817,India,Maize,2004,19073,1083.0,35113.0,26.22,0
12818,India,Maize,2004,19073,1083.0,35113.0,26.24,0
12819,India,Maize,2004,19073,1083.0,35113.0,26.63,0
12820,India,Maize,2004,19073,1083.0,35113.0,27.23,0
12821,India,Maize,2004,19073,1083.0,35113.0,25.98,0
12822,India,Maize,2004,19073,1083.0,35113.0,26.64,0
12823,India,Maize,2004,19073,1083.0,35113.0,25.59,0
12824,India,Maize,2004,19073,1083.0,35113.0,24.85,0
12825,India,Maize,2004,19073,1083.0,35113.0,26.41,0
12826,India,Maize,2004,19073,1083.0,35113.0,26.24,0
12827,India,Maize,2004,19073,1083.0,35113.0,25.69,0
12828,India,Maize,2004,19073,1083.0,35113.0,25.32,0
12829,India,Maize,2004,19073,1083.0,35113.0,27.16,0
12830,India,Maize,2004,19073,1083.0,35113.0,24.69,0
12831,India,Maize,2004,19073,1083.0,35113.0,27.29,0
12832,India,Maize,2004,19073,1083.0,35113.0,27.29,0
12833,India,Maize,2004,19073,1083.0,35113.0,25.95,0
12834,India,Potatoes,2004,188091,1083.0,35113.0,26.11,0
12835,India,Potatoes,2004,188091,1083.0,35113.0,27.63,0
12836,India,Potatoes,2004,188091,1083.0,35113.0,26.25,0
12837,India,Potatoes,2004,188091,1083.0,35113.0,24.85,0
12838,India,Potatoes,2004,188091,1083.0,35113.0,25.25,0
12839,India,Potatoes,2004,188091,1083.0,35113.0,26.22,0
12840,India,Potatoes,2004,188091,1083.0,35113.0,26.24,0
12841,India,Potatoes,2004,188091,1083.0,35113.0,26.63,0
12842,India,Potatoes,2004,188091,1083.0,35113.0,27.23,0
12843,India,Potatoes,2004,188091,1083.0,35113.0,25.98,0
12844,India,Potatoes,2004,188091,1083.0,35113.0,26.64,0
12845,India,Potatoes,2004,188091,1083.0,35113.0,25.59,0
12846,India,Potatoes,2004,188091,1083.0,35113.0,24.85,0
12847,India,Potatoes,2004,188091,1083.0,35113.0,26.41,0
12848,India,Potatoes,2004,188091,1083.0,35113.0,26.24,0
12849,India,Potatoes,2004,188091,1083.0,35113.0,25.69,0
12850,India,Potatoes,2004,188091,1083.0,35113.0,25.32,0
12851,India,Potatoes,2004,188091,1083.0,35113.0,27.16,0
12852,India,Potatoes,2004,188091,1083.0,35113.0,24.69,0
12853,India,Potatoes,2004,188091,1083.0,35113.0,27.29,0
12854,India,Potatoes,2004,188091,1083.0,35113.0,27.29,0
12855,India,Potatoes,2004,188091,1083.0,35113.0,25.95,0
12856,India,"Rice, paddy",2004,29756,1083.0,35113.0,26.11,0
12857,India,"Rice, paddy",2004,29756,1083.0,35113.0,27.63,0
12858,India,"Rice, paddy",2004,29756,1083.0,35113.0,26.25,0
12859,India,"Rice, paddy",2004,29756,1083.0,35113.0,24.85,0
12860,India,"Rice, paddy",2004,29756,1083.0,35113.0,25.25,0
12861,India,"Rice, paddy",2004,29756,1083.0,35113.0,26.22,0
12862,India,"Rice, paddy",2004,29756,1083.0,35113.0,26.24,0
12863,India,"Rice, paddy",2004,29756,1083.0,35113.0,26.63,0
12864,India,"Rice, paddy",2004,29756,1083.0,35113.0,27.23,0
12865,India,"Rice, paddy",2004,29756,1083.0,35113.0,25.98,0
12866,India,"Rice, paddy",2004,29756,1083.0,35113.0,26.64,0
12867,India,"Rice, paddy",2004,29756,1083.0,35113.0,25.59,0
12868,India,"Rice, paddy",2004,29756,1083.0,35113.0,24.85,0
12869,India,"Rice, paddy",2004,29756,1083.0,35113.0,26.41,0
12870,India,"Rice, paddy",2004,29756,1083.0,35113.0,26.24,0
12871,India,"Rice, paddy",2004,29756,1083.0,35113.0,25.69,0
12872,India,"Rice, paddy",2004,29756,1083.0,35113.0,25.32,0
12873,India,"Rice, paddy",2004,29756,1083.0,35113.0,27.16,0
12874,India,"Rice, paddy",2004,29756,1083.0,35113.0,24.69,0
12875,India,"Rice, paddy",2004,29756,1083.0,35113.0,27.29,0
12876,India,"Rice, paddy",2004,29756,1083.0,35113.0,27.29,0
12877,India,"Rice, paddy",2004,29756,1083.0,35113.0,25.95,0
12878,India,Sorghum,2004,7161,1083.0,35113.0,26.11,0
12879,India,Sorghum,2004,7161,1083.0,35113.0,27.63,0
12880,India,Sorghum,2004,7161,1083.0,35113.0,26.25,0
12881,India,Sorghum,2004,7161,1083.0,35113.0,24.85,0
12882,India,Sorghum,2004,7161,1083.0,35113.0,25.25,0
12883,India,Sorghum,2004,7161,1083.0,35113.0,26.22,0
12884,India,Sorghum,2004,7161,1083.0,35113.0,26.24,0
12885,India,Sorghum,2004,7161,1083.0,35113.0,26.63,0
12886,India,Sorghum,2004,7161,1083.0,35113.0,27.23,0
12887,India,Sorghum,2004,7161,1083.0,35113.0,25.98,0
12888,India,Sorghum,2004,7161,1083.0,35113.0,26.64,0
12889,India,Sorghum,2004,7161,1083.0,35113.0,25.59,0
12890,India,Sorghum,2004,7161,1083.0,35113.0,24.85,0
12891,India,Sorghum,2004,7161,1083.0,35113.0,26.41,0
12892,India,Sorghum,2004,7161,1083.0,35113.0,26.24,0
12893,India,Sorghum,2004,7161,1083.0,35113.0,25.69,0
12894,India,Sorghum,2004,7161,1083.0,35113.0,25.32,0
12895,India,Sorghum,2004,7161,1083.0,35113.0,27.16,0
12896,India,Sorghum,2004,7161,1083.0,35113.0,24.69,0
12897,India,Sorghum,2004,7161,1083.0,35113.0,27.29,0
12898,India,Sorghum,2004,7161,1083.0,35113.0,27.29,0
12899,India,Sorghum,2004,7161,1083.0,35113.0,25.95,0
12900,India,Soybeans,2004,9082,1083.0,35113.0,26.11,0
12901,India,Soybeans,2004,9082,1083.0,35113.0,27.63,0
12902,India,Soybeans,2004,9082,1083.0,35113.0,26.25,0
12903,India,Soybeans,2004,9082,1083.0,35113.0,24.85,0
12904,India,Soybeans,2004,9082,1083.0,35113.0,25.25,0
12905,India,Soybeans,2004,9082,1083.0,35113.0,26.22,0
12906,India,Soybeans,2004,9082,1083.0,35113.0,26.24,0
12907,India,Soybeans,2004,9082,1083.0,35113.0,26.63,0
12908,India,Soybeans,2004,9082,1083.0,35113.0,27.23,0
12909,India,Soybeans,2004,9082,1083.0,35113.0,25.98,0
12910,India,Soybeans,2004,9082,1083.0,35113.0,26.64,0
12911,India,Soybeans,2004,9082,1083.0,35113.0,25.59,0
12912,India,Soybeans,2004,9082,1083.0,35113.0,24.85,0
12913,India,Soybeans,2004,9082,1083.0,35113.0,26.41,0
12914,India,Soybeans,2004,9082,1083.0,35113.0,26.24,0
12915,India,Soybeans,2004,9082,1083.0,35113.0,25.69,0
12916,India,Soybeans,2004,9082,1083.0,35113.0,25.32,0
12917,India,Soybeans,2004,9082,1083.0,35113.0,27.16,0
12918,India,Soybeans,2004,9082,1083.0,35113.0,24.69,0
12919,India,Soybeans,2004,9082,1083.0,35113.0,27.29,0
12920,India,Soybeans,2004,9082,1083.0,35113.0,27.29,0
12921,India,Soybeans,2004,9082,1083.0,35113.0,25.95,0
12922,India,Sweet potatoes,2004,88588,1083.0,35113.0,26.11,0
12923,India,Sweet potatoes,2004,88588,1083.0,35113.0,27.63,0
12924,India,Sweet potatoes,2004,88588,1083.0,35113.0,26.25,0
12925,India,Sweet potatoes,2004,88588,1083.0,35113.0,24.85,0
12926,India,Sweet potatoes,2004,88588,1083.0,35113.0,25.25,0
12927,India,Sweet potatoes,2004,88588,1083.0,35113.0,26.22,0
12928,India,Sweet potatoes,2004,88588,1083.0,35113.0,26.24,0
12929,India,Sweet potatoes,2004,88588,1083.0,35113.0,26.63,0
12930,India,Sweet potatoes,2004,88588,1083.0,35113.0,27.23,0
12931,India,Sweet potatoes,2004,88588,1083.0,35113.0,25.98,0
12932,India,Sweet potatoes,2004,88588,1083.0,35113.0,26.64,0
12933,India,Sweet potatoes,2004,88588,1083.0,35113.0,25.59,0
12934,India,Sweet potatoes,2004,88588,1083.0,35113.0,24.85,0
12935,India,Sweet potatoes,2004,88588,1083.0,35113.0,26.41,0
12936,India,Sweet potatoes,2004,88588,1083.0,35113.0,26.24,0
12937,India,Sweet potatoes,2004,88588,1083.0,35113.0,25.69,0
12938,India,Sweet potatoes,2004,88588,1083.0,35113.0,25.32,0
12939,India,Sweet potatoes,2004,88588,1083.0,35113.0,27.16,0
12940,India,Sweet potatoes,2004,88588,1083.0,35113.0,24.69,0
12941,India,Sweet potatoes,2004,88588,1083.0,35113.0,27.29,0
12942,India,Sweet potatoes,2004,88588,1083.0,35113.0,27.29,0
12943,India,Sweet potatoes,2004,88588,1083.0,35113.0,25.95,0
12944,India,Wheat,2004,27132,1083.0,35113.0,26.11,0
12945,India,Wheat,2004,27132,1083.0,35113.0,27.63,0
12946,India,Wheat,2004,27132,1083.0,35113.0,26.25,0
12947,India,Wheat,2004,27132,1083.0,35113.0,24.85,0
12948,India,Wheat,2004,27132,1083.0,35113.0,25.25,0
12949,India,Wheat,2004,27132,1083.0,35113.0,26.22,0
12950,India,Wheat,2004,27132,1083.0,35113.0,26.24,0
12951,India,Wheat,2004,27132,1083.0,35113.0,26.63,0
12952,India,Wheat,2004,27132,1083.0,35113.0,27.23,0
12953,India,Wheat,2004,27132,1083.0,35113.0,25.98,0
12954,India,Wheat,2004,27132,1083.0,35113.0,26.64,0
12955,India,Wheat,2004,27132,1083.0,35113.0,25.59,0
12956,India,Wheat,2004,27132,1083.0,35113.0,24.85,0
12957,India,Wheat,2004,27132,1083.0,35113.0,26.41,0
12958,India,Wheat,2004,27132,1083.0,35113.0,26.24,0
12959,India,Wheat,2004,27132,1083.0,35113.0,25.69,0
12960,India,Wheat,2004,27132,1083.0,35113.0,25.32,0
12961,India,Wheat,2004,27132,1083.0,35113.0,27.16,0
12962,India,Wheat,2004,27132,1083.0,35113.0,24.69,0
12963,India,Wheat,2004,27132,1083.0,35113.0,27.29,0
12964,India,Wheat,2004,27132,1083.0,35113.0,27.29,0
12965,India,Wheat,2004,27132,1083.0,35113.0,25.95,0
12966,India,Cassava,2005,304978,1083.0,35342.0,25.85,0
12967,India,Cassava,2005,304978,1083.0,35342.0,26.83,0
12968,India,Cassava,2005,304978,1083.0,35342.0,26.28,0
12969,India,Cassava,2005,304978,1083.0,35342.0,24.12,0
12970,India,Cassava,2005,304978,1083.0,35342.0,25.48,0
12971,India,Cassava,2005,304978,1083.0,35342.0,25.82,0
12972,India,Cassava,2005,304978,1083.0,35342.0,25.72,0
12973,India,Cassava,2005,304978,1083.0,35342.0,26.73,0
12974,India,Cassava,2005,304978,1083.0,35342.0,27.49,0
12975,India,Cassava,2005,304978,1083.0,35342.0,25.4,0
12976,India,Cassava,2005,304978,1083.0,35342.0,25.77,0
12977,India,Cassava,2005,304978,1083.0,35342.0,25.62,0
12978,India,Cassava,2005,304978,1083.0,35342.0,24.12,0
12979,India,Cassava,2005,304978,1083.0,35342.0,26.23,0
12980,India,Cassava,2005,304978,1083.0,35342.0,25.72,0
12981,India,Cassava,2005,304978,1083.0,35342.0,26.11,0
12982,India,Cassava,2005,304978,1083.0,35342.0,25.09,0
12983,India,Cassava,2005,304978,1083.0,35342.0,26.51,0
12984,India,Cassava,2005,304978,1083.0,35342.0,25.07,0
12985,India,Cassava,2005,304978,1083.0,35342.0,26.72,0
12986,India,Cassava,2005,304978,1083.0,35342.0,26.72,0
12987,India,Cassava,2005,304978,1083.0,35342.0,26.3,0
12988,India,Maize,2005,19385,1083.0,35342.0,25.85,0
12989,India,Maize,2005,19385,1083.0,35342.0,26.83,0
12990,India,Maize,2005,19385,1083.0,35342.0,26.28,0
12991,India,Maize,2005,19385,1083.0,35342.0,24.12,0
12992,India,Maize,2005,19385,1083.0,35342.0,25.48,0
12993,India,Maize,2005,19385,1083.0,35342.0,25.82,0
12994,India,Maize,2005,19385,1083.0,35342.0,25.72,0
12995,India,Maize,2005,19385,1083.0,35342.0,26.73,0
12996,India,Maize,2005,19385,1083.0,35342.0,27.49,0
12997,India,Maize,2005,19385,1083.0,35342.0,25.4,0
12998,India,Maize,2005,19385,1083.0,35342.0,25.77,0
12999,India,Maize,2005,19385,1083.0,35342.0,25.62,0
13000,India,Maize,2005,19385,1083.0,35342.0,24.12,0
13001,India,Maize,2005,19385,1083.0,35342.0,26.23,0
13002,India,Maize,2005,19385,1083.0,35342.0,25.72,0
13003,India,Maize,2005,19385,1083.0,35342.0,26.11,0
13004,India,Maize,2005,19385,1083.0,35342.0,25.09,0
13005,India,Maize,2005,19385,1083.0,35342.0,26.51,0
13006,India,Maize,2005,19385,1083.0,35342.0,25.07,0
13007,India,Maize,2005,19385,1083.0,35342.0,26.72,0
13008,India,Maize,2005,19385,1083.0,35342.0,26.72,0
13009,India,Maize,2005,19385,1083.0,35342.0,26.3,0
13010,India,Potatoes,2005,188908,1083.0,35342.0,25.85,0
13011,India,Potatoes,2005,188908,1083.0,35342.0,26.83,0
13012,India,Potatoes,2005,188908,1083.0,35342.0,26.28,0
13013,India,Potatoes,2005,188908,1083.0,35342.0,24.12,0
13014,India,Potatoes,2005,188908,1083.0,35342.0,25.48,0
13015,India,Potatoes,2005,188908,1083.0,35342.0,25.82,0
13016,India,Potatoes,2005,188908,1083.0,35342.0,25.72,0
13017,India,Potatoes,2005,188908,1083.0,35342.0,26.73,0
13018,India,Potatoes,2005,188908,1083.0,35342.0,27.49,0
13019,India,Potatoes,2005,188908,1083.0,35342.0,25.4,0
13020,India,Potatoes,2005,188908,1083.0,35342.0,25.77,0
13021,India,Potatoes,2005,188908,1083.0,35342.0,25.62,0
13022,India,Potatoes,2005,188908,1083.0,35342.0,24.12,0
13023,India,Potatoes,2005,188908,1083.0,35342.0,26.23,0
13024,India,Potatoes,2005,188908,1083.0,35342.0,25.72,0
13025,India,Potatoes,2005,188908,1083.0,35342.0,26.11,0
13026,India,Potatoes,2005,188908,1083.0,35342.0,25.09,0
13027,India,Potatoes,2005,188908,1083.0,35342.0,26.51,0
13028,India,Potatoes,2005,188908,1083.0,35342.0,25.07,0
13029,India,Potatoes,2005,188908,1083.0,35342.0,26.72,0
13030,India,Potatoes,2005,188908,1083.0,35342.0,26.72,0
13031,India,Potatoes,2005,188908,1083.0,35342.0,26.3,0
13032,India,"Rice, paddy",2005,31537,1083.0,35342.0,25.85,0
13033,India,"Rice, paddy",2005,31537,1083.0,35342.0,26.83,0
13034,India,"Rice, paddy",2005,31537,1083.0,35342.0,26.28,0
13035,India,"Rice, paddy",2005,31537,1083.0,35342.0,24.12,0
13036,India,"Rice, paddy",2005,31537,1083.0,35342.0,25.48,0
13037,India,"Rice, paddy",2005,31537,1083.0,35342.0,25.82,0
13038,India,"Rice, paddy",2005,31537,1083.0,35342.0,25.72,0
13039,India,"Rice, paddy",2005,31537,1083.0,35342.0,26.73,0
13040,India,"Rice, paddy",2005,31537,1083.0,35342.0,27.49,0
13041,India,"Rice, paddy",2005,31537,1083.0,35342.0,25.4,0
13042,India,"Rice, paddy",2005,31537,1083.0,35342.0,25.77,0
13043,India,"Rice, paddy",2005,31537,1083.0,35342.0,25.62,0
13044,India,"Rice, paddy",2005,31537,1083.0,35342.0,24.12,0
13045,India,"Rice, paddy",2005,31537,1083.0,35342.0,26.23,0
13046,India,"Rice, paddy",2005,31537,1083.0,35342.0,25.72,0
13047,India,"Rice, paddy",2005,31537,1083.0,35342.0,26.11,0
13048,India,"Rice, paddy",2005,31537,1083.0,35342.0,25.09,0
13049,India,"Rice, paddy",2005,31537,1083.0,35342.0,26.51,0
13050,India,"Rice, paddy",2005,31537,1083.0,35342.0,25.07,0
13051,India,"Rice, paddy",2005,31537,1083.0,35342.0,26.72,0
13052,India,"Rice, paddy",2005,31537,1083.0,35342.0,26.72,0
13053,India,"Rice, paddy",2005,31537,1083.0,35342.0,26.3,0
13054,India,Sorghum,2005,7968,1083.0,35342.0,25.85,0
13055,India,Sorghum,2005,7968,1083.0,35342.0,26.83,0
13056,India,Sorghum,2005,7968,1083.0,35342.0,26.28,0
13057,India,Sorghum,2005,7968,1083.0,35342.0,24.12,0
13058,India,Sorghum,2005,7968,1083.0,35342.0,25.48,0
13059,India,Sorghum,2005,7968,1083.0,35342.0,25.82,0
13060,India,Sorghum,2005,7968,1083.0,35342.0,25.72,0
13061,India,Sorghum,2005,7968,1083.0,35342.0,26.73,0
13062,India,Sorghum,2005,7968,1083.0,35342.0,27.49,0
13063,India,Sorghum,2005,7968,1083.0,35342.0,25.4,0
13064,India,Sorghum,2005,7968,1083.0,35342.0,25.77,0
13065,India,Sorghum,2005,7968,1083.0,35342.0,25.62,0
13066,India,Sorghum,2005,7968,1083.0,35342.0,24.12,0
13067,India,Sorghum,2005,7968,1083.0,35342.0,26.23,0
13068,India,Sorghum,2005,7968,1083.0,35342.0,25.72,0
13069,India,Sorghum,2005,7968,1083.0,35342.0,26.11,0
13070,India,Sorghum,2005,7968,1083.0,35342.0,25.09,0
13071,India,Sorghum,2005,7968,1083.0,35342.0,26.51,0
13072,India,Sorghum,2005,7968,1083.0,35342.0,25.07,0
13073,India,Sorghum,2005,7968,1083.0,35342.0,26.72,0
13074,India,Sorghum,2005,7968,1083.0,35342.0,26.72,0
13075,India,Sorghum,2005,7968,1083.0,35342.0,26.3,0
13076,India,Soybeans,2005,10734,1083.0,35342.0,25.85,0
13077,India,Soybeans,2005,10734,1083.0,35342.0,26.83,0
13078,India,Soybeans,2005,10734,1083.0,35342.0,26.28,0
13079,India,Soybeans,2005,10734,1083.0,35342.0,24.12,0
13080,India,Soybeans,2005,10734,1083.0,35342.0,25.48,0
13081,India,Soybeans,2005,10734,1083.0,35342.0,25.82,0
13082,India,Soybeans,2005,10734,1083.0,35342.0,25.72,0
13083,India,Soybeans,2005,10734,1083.0,35342.0,26.73,0
13084,India,Soybeans,2005,10734,1083.0,35342.0,27.49,0
13085,India,Soybeans,2005,10734,1083.0,35342.0,25.4,0
13086,India,Soybeans,2005,10734,1083.0,35342.0,25.77,0
13087,India,Soybeans,2005,10734,1083.0,35342.0,25.62,0
13088,India,Soybeans,2005,10734,1083.0,35342.0,24.12,0
13089,India,Soybeans,2005,10734,1083.0,35342.0,26.23,0
13090,India,Soybeans,2005,10734,1083.0,35342.0,25.72,0
13091,India,Soybeans,2005,10734,1083.0,35342.0,26.11,0
13092,India,Soybeans,2005,10734,1083.0,35342.0,25.09,0
13093,India,Soybeans,2005,10734,1083.0,35342.0,26.51,0
13094,India,Soybeans,2005,10734,1083.0,35342.0,25.07,0
13095,India,Soybeans,2005,10734,1083.0,35342.0,26.72,0
13096,India,Soybeans,2005,10734,1083.0,35342.0,26.72,0
13097,India,Soybeans,2005,10734,1083.0,35342.0,26.3,0
13098,India,Sweet potatoes,2005,88477,1083.0,35342.0,25.85,0
13099,India,Sweet potatoes,2005,88477,1083.0,35342.0,26.83,0
13100,India,Sweet potatoes,2005,88477,1083.0,35342.0,26.28,0
13101,India,Sweet potatoes,2005,88477,1083.0,35342.0,24.12,0
13102,India,Sweet potatoes,2005,88477,1083.0,35342.0,25.48,0
13103,India,Sweet potatoes,2005,88477,1083.0,35342.0,25.82,0
13104,India,Sweet potatoes,2005,88477,1083.0,35342.0,25.72,0
13105,India,Sweet potatoes,2005,88477,1083.0,35342.0,26.73,0
13106,India,Sweet potatoes,2005,88477,1083.0,35342.0,27.49,0
13107,India,Sweet potatoes,2005,88477,1083.0,35342.0,25.4,0
13108,India,Sweet potatoes,2005,88477,1083.0,35342.0,25.77,0
13109,India,Sweet potatoes,2005,88477,1083.0,35342.0,25.62,0
13110,India,Sweet potatoes,2005,88477,1083.0,35342.0,24.12,0
13111,India,Sweet potatoes,2005,88477,1083.0,35342.0,26.23,0
13112,India,Sweet potatoes,2005,88477,1083.0,35342.0,25.72,0
13113,India,Sweet potatoes,2005,88477,1083.0,35342.0,26.11,0
13114,India,Sweet potatoes,2005,88477,1083.0,35342.0,25.09,0
13115,India,Sweet potatoes,2005,88477,1083.0,35342.0,26.51,0
13116,India,Sweet potatoes,2005,88477,1083.0,35342.0,25.07,0
13117,India,Sweet potatoes,2005,88477,1083.0,35342.0,26.72,0
13118,India,Sweet potatoes,2005,88477,1083.0,35342.0,26.72,0
13119,India,Sweet potatoes,2005,88477,1083.0,35342.0,26.3,0
13120,India,Wheat,2005,26016,1083.0,35342.0,25.85,0
13121,India,Wheat,2005,26016,1083.0,35342.0,26.83,0
13122,India,Wheat,2005,26016,1083.0,35342.0,26.28,0
13123,India,Wheat,2005,26016,1083.0,35342.0,24.12,0
13124,India,Wheat,2005,26016,1083.0,35342.0,25.48,0
13125,India,Wheat,2005,26016,1083.0,35342.0,25.82,0
13126,India,Wheat,2005,26016,1083.0,35342.0,25.72,0
13127,India,Wheat,2005,26016,1083.0,35342.0,26.73,0
13128,India,Wheat,2005,26016,1083.0,35342.0,27.49,0
13129,India,Wheat,2005,26016,1083.0,35342.0,25.4,0
13130,India,Wheat,2005,26016,1083.0,35342.0,25.77,0
13131,India,Wheat,2005,26016,1083.0,35342.0,25.62,0
13132,India,Wheat,2005,26016,1083.0,35342.0,24.12,0
13133,India,Wheat,2005,26016,1083.0,35342.0,26.23,0
13134,India,Wheat,2005,26016,1083.0,35342.0,25.72,0
13135,India,Wheat,2005,26016,1083.0,35342.0,26.11,0
13136,India,Wheat,2005,26016,1083.0,35342.0,25.09,0
13137,India,Wheat,2005,26016,1083.0,35342.0,26.51,0
13138,India,Wheat,2005,26016,1083.0,35342.0,25.07,0
13139,India,Wheat,2005,26016,1083.0,35342.0,26.72,0
13140,India,Wheat,2005,26016,1083.0,35342.0,26.72,0
13141,India,Wheat,2005,26016,1083.0,35342.0,26.3,0
13142,India,Cassava,2006,321132,1083.0,37423.0,26.34,0
13143,India,Cassava,2006,321132,1083.0,37423.0,27.28,0
13144,India,Cassava,2006,321132,1083.0,37423.0,26.39,0
13145,India,Cassava,2006,321132,1083.0,37423.0,24.72,0
13146,India,Cassava,2006,321132,1083.0,37423.0,25.42,0
13147,India,Cassava,2006,321132,1083.0,37423.0,26.04,0
13148,India,Cassava,2006,321132,1083.0,37423.0,26.37,0
13149,India,Cassava,2006,321132,1083.0,37423.0,26.99,0
13150,India,Cassava,2006,321132,1083.0,37423.0,27.47,0
